,Game,Name,MP_G,FG_G,FGA_G,FG_PCT,3FG_G,3FGA_G,3FG_PCT,eFG_PCT,FT_G,FTA_G,FT_PCT,RBD_G,AST_G,PTS_G,TS_G,ASTPCT_G,TOV_PCT_G,USG_PCT_G,OFRTG_G,DFRTG_G
38,39,Chris Paul 2015,34.5170940171,6.48717948718,13.5897435897,0.477358490566,1.66666666667,4.07692307692,0.408805031447,0.538679245283,3.41025641026,3.79487179487,0.898648648649,4.53846153846,9.61538461538,18.0512820513,0.591477349106,45.8743589744,11.4051282051,22.8846153846,127.58974359,105.666666667
39,40,Chris Paul 2015,34.6708333333,6.425,13.625,0.471559633028,1.65,4.15,0.397590361446,0.532110091743,3.475,3.875,0.896774193548,4.625,9.725,17.975,0.586268754077,45.8075,11.6625,22.88,127.025,106.05
40,41,Chris Paul 2015,34.6191056911,6.36585365854,13.6097560976,0.467741935484,1.60975609756,4.09756097561,0.392857142857,0.52688172043,3.48780487805,3.87804878049,0.899371069182,4.60975609756,9.70731707317,17.8292682927,0.582043442257,45.5390243902,11.5317073171,22.8341463415,126.658536585,106.341463415
41,42,Chris Paul 2015,34.5964285714,6.28571428571,13.5,0.465608465608,1.61904761905,4.04761904762,0.4,0.52557319224,3.42857142857,3.83333333333,0.894409937888,4.64285714286,9.61904761905,17.619047619,0.58008277938,45.0404761905,11.8119047619,22.7214285714,125.738095238,106.285714286
42,43,Chris Paul 2015,34.3503875969,6.18604651163,13.3023255814,0.465034965035,1.60465116279,4.02325581395,0.398843930636,0.52534965035,3.37209302326,3.76744186047,0.895061728395,4.6511627907,9.79069767442,17.3488372093,0.579840815819,45.7488372093,12.1627906977,22.5186046512,126.279069767,105.720930233
43,44,Chris Paul 2015,34.3984848485,6.20454545455,13.25,0.468267581475,1.63636363636,4.04545454545,0.404494382022,0.530017152659,3.43181818182,3.84090909091,0.89349112426,4.72727272727,9.84090909091,17.4772727273,0.584915419253,45.7727272727,12.3886363636,22.4818181818,126.681818182,105.636363636
44,45,Chris Paul 2015,34.4066666667,6.22222222222,13.2,0.47138047138,1.62222222222,4.02222222222,0.403314917127,0.532828282828,3.35555555556,3.75555555556,0.89349112426,4.73333333333,9.8,17.4222222222,0.58651026393,45.6222222222,12.5888888889,22.4,126.488888889,105.777777778
45,46,Chris Paul 2015,34.4246376812,6.26086956522,13.2608695652,0.472131147541,1.60869565217,4.0652173913,0.395721925134,0.532786885246,3.36956521739,3.78260869565,0.890804597701,4.73913043478,9.71739130435,17.5,0.586256117455,45.4,12.5304347826,22.5434782609,126.369565217,105.891304348
46,47,Chris Paul 2015,34.5056737589,6.34042553191,13.4042553191,0.473015873016,1.63829787234,4.17021276596,0.392857142857,0.534126984127,3.31914893617,3.74468085106,0.886363636364,4.8085106383,9.65957446809,17.6382978723,0.585915413321,45.0680851064,12.3617021277,22.6234042553,126.234042553,105.978723404
47,48,Chris Paul 2015,34.4256944444,6.39583333333,13.4583333333,0.475232198142,1.64583333333,4.14583333333,0.396984924623,0.536377708978,3.25,3.66666666667,0.886363636364,4.77083333333,9.58333333333,17.6875,0.586779829703,44.8833333333,12.6,22.7541666667,125.8125,105.729166667
48,49,Chris Paul 2015,34.493877551,6.42857142857,13.5510204082,0.474397590361,1.65306122449,4.16326530612,0.397058823529,0.535391566265,3.22448979592,3.67346938776,0.877777777778,4.83673469388,9.55102040816,17.7346938776,0.58463401507,44.6183673469,12.612244898,22.8163265306,125.387755102,105.571428571
49,50,Chris Paul 2015,34.3533333333,6.38,13.56,0.470501474926,1.64,4.16,0.394230769231,0.530973451327,3.18,3.64,0.873626373626,4.78,9.54,17.58,0.579754115661,44.74,12.36,22.826,124.8,105.72
50,51,Chris Paul 2015,34.4594771242,6.41176470588,13.6078431373,0.471181556196,1.64705882353,4.17647058824,0.394366197183,0.531700288184,3.19607843137,3.64705882353,0.876344086022,4.80392156863,9.52941176471,17.6666666667,0.580660961023,44.6137254902,12.4019607843,22.8705882353,124.68627451,106.274509804
51,52,Chris Paul 2015,34.4823717949,6.42307692308,13.5961538462,0.472418670438,1.61538461538,4.17307692308,0.387096774194,0.531824611033,3.21153846154,3.65384615385,0.878947368421,4.82692307692,9.59615384615,17.6730769231,0.581204148748,44.7884615385,12.2846153846,22.8,125.057692308,106.711538462
52,53,Chris Paul 2015,34.5918238994,6.43396226415,13.6226415094,0.472299168975,1.60377358491,4.15094339623,0.386363636364,0.531163434903,3.33962264151,3.77358490566,0.885,4.84905660377,9.66037735849,17.8113207547,0.582716049383,44.8377358491,12.3056603774,22.8245283019,125.301886792,106.698113208
53,54,Chris Paul 2015,34.6453703704,6.38888888889,13.6296296296,0.46875,1.59259259259,4.16666666667,0.382222222222,0.527173913043,3.33333333333,3.77777777778,0.882352941176,4.87037037037,9.7037037037,17.7037037037,0.578860685914,44.8481481481,12.5240740741,22.8277777778,124.574074074,106.518518519
54,55,Chris Paul 2015,34.7506060606,6.43636363636,13.6727272727,0.470744680851,1.6,4.16363636364,0.384279475983,0.529255319149,3.30909090909,3.76363636364,0.87922705314,4.87272727273,9.81818181818,17.7818181818,0.580016131328,45.1363636364,12.6381818182,22.8236363636,124.618181818,106.672727273
